,Unnamed: 0,tweet_text,tweet_label,claim,tweet_date,num_hashtags,hashtag_text,has_link,polarity,subjective,pos_words,neg_words,misinfo_words,debunk_words,misinfo_hashtags,debunk_hashtags,hyperpartisan,followers,verified 
123,126,#Wakeup #savethechildren #masks make easier children abducted harder find also create society paranoia fear dont want children happy confident please kids sake wake mask wearing sheep mental health stake #MasksOff #AubreysArmy #Plandemic,IRRELEVANT,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Aug 10, 2020 @ 21:11:37.000",6,Wakeup savethechildren masks MasksOff AubreysArmy Plandemic,TRUE,negative,TRUE,8,6,16,11,3,1,0,196,FALSE
124,127,@cbcmontreal stop feeding legal death cult @la_menudencia_ @ladykopp6 @laleh_zaka @langisaright @larrylambert6 #repelevil #BCCRSS #WeFlySoon #TruthJustIs #trickortreat #CBCMontreal #YouToldTheTruth #Quebec #Montreal #COVIDIOTS #Masks,MISINFO,The pandemic is a hoax,"Aug 9, 2020 @ 17:46:09.000",11,repelevil BCCRSS WeFlySoon TruthJustIs trickortreat CBCMontreal YouToldTheTruth Quebec Montreal COVIDIOTS Masks,TRUE,negative,TRUE,0,0,2,1,2,2,0,668,FALSE
125,128,PART OF THE #PLANdemic thank democrats increase #SexTrafficking minors suppressing inexpensive covid cure #HCQ though nutrition lifestyle prevents sicknesses force useless masks conceal criminals #DNC#Biden yup ðÿ global economy melts human trafficking booming council foreign relations,MISINFO,The COVID-19 lockdown measures were a waste of time. It caused more deaths than it saved.,"Aug 12, 2020 @ 05:08:10.000",5,PLANdemic SexTrafficking HCQ DNC Biden,TRUE,negative,TRUE,2,7,12,6,2,1,0,64884,FALSE
126,129,true god bless president donald J trump blessed peacemakers shall see god âœthis president leaders good leadersâstay calm resolute time face insurmountable challengeâ president trump projecting calm february speaking #CCPVirus part due concerns mass panic,IRRELEVANT,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Sep 10, 2020 @ 00:00:19.000",1,CCPVirus,TRUE,positive,TRUE,9,2,14,14,1,1,0,5,FALSE
127,130,CCP approve message @secpompeo @realdonaldtrump @WHO @WHO @drtedros must held accountable denied humantohuman transmission #WuhanVirus beginning helped CCP coverup refused declare pandemic earlier stopped countries cut flights china ask public wear masks,MISINFO,China benefited financially from new coronavirus,"Sep 4, 2020 @ 02:42:07.000",1,WuhanVirus,TRUE,negative,TRUE,1,3,16,8,1,1,0,616,FALSE
128,131,fucking embarrassing well itâs started masks march cov19 #Scamdemic,COMMENT,The pandemic is a hoax,"Aug 12, 2020 @ 11:36:25.000",1,Scamdemic,TRUE,negative,TRUE,0,1,6,6,1,1,0,1391,FALSE
129,132,@emilyer12648486 #Obamagate masks letâs keep pretending cotton polyester muzzles ie masks wear âœprotectingâ us letâs keep telling that#walkaway,MISINFO,Masks donÕt prevent COVID-19 transmission,"Aug 1, 2020 @ 07:44:57.000",2,Obamagate walkaway,FALSE,positive,TRUE,0,2,11,4,1,0,0,646,FALSE
130,133,beware #COVIDIOTS prowl 1 itâs virus contagious #Stupidity 2 case doubtful overwhelming evidence show masks reduce transmission #MaskUp ðÿðÿ³,DEBUNK,Masks donÕt prevent COVID-19 transmission,"Aug 17, 2020 @ 18:39:28.000",3,COVIDIOTS Stupidity MaskUp,TRUE,negative,TRUE,3,2,9,14,2,3,0,3056,FALSE
131,134,#COVIDIOTS would rather listen david icke believes royal family shape shifting lizards listen real scientists say masks help prevent spread,MISINFO,Masks donÕt prevent COVID-19 transmission,"Aug 29, 2020 @ 17:14:05.000",1,COVIDIOTS,FALSE,positive,TRUE,5,1,14,12,1,1,0,7,FALSE
132,135,drop hammer mr president storm upon US #ObamaGate #ArrestSoros #AntifaBLMDomesticTerrorists #LockHerUp #HoldtheMSMLiable #VoteRedToSaveAmerica2020 #LawAndOrder #2A #NoMasks #VoterID #EndCensorship #DNCPedoParty #LetDSTraitorsSwing #GodWins #Democrats lie @realdonaldtrump cannot tell truth would require honesty cant face constant lies sick selfpreservation delude @thelastrefuge2 @donaldjtrumpjr @erictrump @richardgrenell @genflynn @barbararedgate,IRRELEVANT,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Aug 25, 2020 @ 16:55:52.000",15,ObamaGate ArrestSoros AntifaBLMDomesticTerrorists LockHerUp HoldtheMSMLiable VoteRedToSaveAmerica2020 LawAndOrder 2A NoMasks VoterID EndCensorship DNCPedoParty LetDSTraitorsSwing GodWins Democrats,FALSE,negative,TRUE,4,4,11,7,2,0,0,3202,FALSE
133,136,looks like semiliterate adolescent needs get back school quickly #edutwitter #COVIDIOTS @gavinwilliamson get lazy teachers back work work pay public back clowns full pay right way lock total disgrace like local doctors get working seeing patients asap work pay face face,IRRELEVANT,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Aug 24, 2020 @ 05:11:47.000",2,edutwitter COVIDIOTS,FALSE,negative,TRUE,6,4,28,22,1,1,0,1641,FALSE
134,137,@kamalaharris @marygayscanlon clog face footwear leave little room comfort mask 14 away nose ineffective #plandemic kamala racist usual election pandering,IRRELEVANT,Masks donÕt prevent COVID-19 transmission,"Sep 14, 2020 @ 15:55:17.000",1,plandemic,FALSE,negative,TRUE,2,3,7,6,1,1,0,328,FALSE
135,138,@NEWS1130 bc citizens right fight right party dix kook henry fraudster mask tampon face feminize condition donât get tested cause bc donât really test stay away hospitals donât give telephone # like 1999 #scamdemic imo,MISINFO,The pandemic is a hoax,"Aug 15, 2020 @ 00:49:31.000",1,scamdemic,FALSE,negative,TRUE,5,0,23,16,1,0,0,31,FALSE
136,139,@beverlyhillspd everyone knows fines shall issued #COVIDIOTS wearing masks ðÿ,COMMENT,Masks donÕt prevent COVID-19 transmission,"Aug 9, 2020 @ 07:03:33.000",1,COVIDIOTS,TRUE,neutral,FALSE,1,1,5,4,1,1,0,913,FALSE
137,140,CDC accidentally admits cloth masks effective #WuhanFlu #CCPVirus #ChineseCoronavirus #COVID19,MISINFO,CDC does not recommend wearing masks.,"Sep 11, 2020 @ 10:42:28.000",4,WuhanFlu CCPVirus ChineseCoronavirus COVID19,TRUE,positive,TRUE,3,1,4,2,2,2,0,1869,FALSE
138,141,desert merritt BC yesterday driving along coquihalla highway beautiful desolate blew mind observed many people wearing masks driving BC 200 deathsno autopsyfrom elderly multiple health issues 0003dead #FakePandemic breaking news information someone explain WHY tests purchased 2018,MISINFO,The pandemic is a hoax,"Sep 6, 2020 @ 17:00:15.000",1,FakePandemic,TRUE,positive,TRUE,6,3,18,7,1,0,0,28,FALSE
139,142,yukon mayor accuses state representative harassing mask mandate oklahoma rep proving one #PutinsPuppets stating #Masks #illegal #JaySteagal definition #Moron #COVIDIOTS place government,COMMENT,Masks donÕt prevent COVID-19 transmission,"Aug 4, 2020 @ 18:54:44.000",6,PutinsPuppets Masks illegal JaySteagal Moron COVIDIOTS,TRUE,negative,TRUE,0,1,6,4,2,2,0,136,FALSE
140,143,every single person picture wearing mask lying fake news pieces shit #FightBack #ObamaGate #ShadowPresidency #DemocratRiots #IstandwithTuckerCarlson #TakeTheOath #HCQWorks #BLACKLIVESMAGA bidens america MAGA WWG1WGA JUST IN trump supporters gathered without masks north carolina despite request local GOP official,IRRELEVANT,Masks donÕt prevent COVID-19 transmission,"Sep 9, 2020 @ 08:55:54.000",8,FightBack ObamaGate ShadowPresidency DemocratRiots IstandwithTuckerCarlson TakeTheOath HCQWorks BLACKLIVESMAGA,TRUE,negative,TRUE,2,3,14,10,1,0,0,203,FALSE
141,144,pandemic taught thereâs two types people wear masks nose AND mouthand total fucking arseholes #COVIDIOTS,COMMENT,Masks donÕt prevent COVID-19 transmission,"Aug 21, 2020 @ 05:26:29.000",1,COVIDIOTS,FALSE,neutral,FALSE,1,2,6,6,1,1,0,215,FALSE
142,145,NONE OF IT backed slightest bit science fact im done masks masks unprecedented shutdownsmodels collapse curve hospital capacity testing contact tracing vaccine forced masks droplets cases vaccine #Hydroxychloroquine suppression perpetual shutdowns,MISINFO,hydroxychloroquine is effective in healing and preventing COVID-19,"Aug 12, 2020 @ 23:31:05.000",1,Hydroxychloroquine,FALSE,negative,TRUE,6,4,19,13,1,1,0,943,FALSE
143,146,@surgeon_general @whitehouse want achieve #COVIDIOTS refusing wear masks reason wear buildings public transportation standing line #Germany economy mainly opened everybody wears masks,DEBUNK,Masks donÕt prevent COVID-19 transmission,"Aug 23, 2020 @ 20:04:27.000",2,COVIDIOTS Germany,FALSE,negative,TRUE,2,6,9,18,1,2,0,84,FALSE
144,147,lovely face tyranny #Plandemic,MISINFO,The pandemic is a hoax,"Aug 26, 2020 @ 06:00:01.000",1,Plandemic,TRUE,positive,TRUE,1,1,1,1,1,0,0,1538,FALSE
145,148,@cooper_m 0 deaths 3 weeks surging cases still 14 hospital proof mistake locking looked nursing homes let healthy get masks seem working treat I see ðÿðÿðÿ #Casedemic #coronahoax,MISINFO,The COVID-19 lockdown measures were a waste of time. It caused more deaths than it saved.,"Aug 15, 2020 @ 18:50:00.000",2,Casedemic coronahoax,FALSE,positive,TRUE,2,2,17,12,2,0,0,84,FALSE
146,149,âœpower junkiesâ max wolfe free music video #breaking #uknews #london #brexit #talkradio #coronavirus #lockdown #vaccines #5G #news #realnews #msm #ww3 #premierleague #pubs #masks #migrants #marr #ridge #ridgeonsunday #marrshow #sundaymorning,IRRELEVANT,Masks donÕt prevent COVID-19 transmission,"Aug 9, 2020 @ 10:08:15.000",22,breaking uknews london brexit talkradio coronavirus lockdown vaccines 5G news realnews msm ww3 premierleague pubs masks migrants marr ridge ridgeonsunday marrshow sundaymorning,TRUE,positive,TRUE,0,0,2,1,7,4,0,379,FALSE
147,150,#COVIDIOTS THIS IS CRAZY A florida bar owner banning customers wearing masks asking leave via @yahoo #MaskUp #Masks #MasksSaveLives,COMMENT,Masks donÕt prevent COVID-19 transmission,"Sep 19, 2020 @ 23:07:11.000",4,COVIDIOTS MaskUp Masks MasksSaveLives,TRUE,negative,TRUE,1,2,4,3,3,3,0,1329,FALSE
148,151,theres virus #FakePandemic dont need genious figure must stupid believe otherwise baffles #Wuhan #CoronavirusPandemic spread whole world #COVID19 free masks large gatherings allowed pools opened started industrial production full pace dont u find suspicious #Chinese made virus antidote,MISINFO,The pandemic is a hoax,"Aug 23, 2020 @ 01:32:53.000",5,FakePandemic Wuhan CoronavirusPandemic COVID19 Chinese,FALSE,positive,TRUE,4,5,20,16,5,1,0,277,FALSE
149,152,keep listening socalled experts wrong food pyramid wrong global cooling wrong global warming wrong SARS wrong #WuhanVirus wrong masks I guess 2 jobs right doesnt matter weatherman expert,MISINFO,The pandemic is a hoax,"Aug 8, 2020 @ 12:51:51.000",1,WuhanVirus,FALSE,negative,TRUE,3,12,19,8,1,1,0,27,FALSE
150,153,safe wore masks took #CovidPandemic seriously 3 nov stood chance voting lines canât vote early absentee mail still #TraitorTrumpâs #Covidiots get 2 vote OUT,COMMENT,Masks donÕt prevent COVID-19 transmission,"Aug 15, 2020 @ 06:17:17.000",3,CovidPandemic TraitorTrumpâs Covidiots,FALSE,positive,TRUE,6,2,12,12,1,1,0,5980,FALSE
151,154,giving confidence go shopping quite opposite I fking hate shopping moment main reason face masks mandatory shops give public confidence go shopping ðÿðÿðÿwhat absolute farce #NoMask #NoMasks #Plandemic #Scamdemic ðÿðÿðÿðÿ,COMMENT,Masks donÕt prevent COVID-19 transmission,"Aug 15, 2020 @ 18:44:09.000",4,NoMask NoMasks Plandemic Scamdemic,TRUE,positive,TRUE,2,4,8,7,3,1,0,234,FALSE
152,155,state fuckin clowns well itâs started masks march cov19 #Scamdemic,COMMENT,Masks donÕt prevent COVID-19 transmission,"Aug 10, 2020 @ 19:33:53.000",1,Scamdemic,TRUE,positive,TRUE,1,1,7,6,1,1,0,1252,FALSE
153,156,I support kill human race please well itâs started masks march cov19 #Scamdemic,COMMENT,Masks donÕt prevent COVID-19 transmission,"Aug 10, 2020 @ 16:17:27.000",1,Scamdemic,TRUE,positive,TRUE,2,0,10,9,1,1,0,28,FALSE
154,157,check weaver DC mayor exempted government employees I going lose mind giving gov employees perk expect perks good resisters coronavirus real deadly DC mayor @mayorbowser exempted government employees state federal mask mandates stipulate masks must worn everywhere always I ignored every order #Scamdemic,RELEVANT,Masks donÕt prevent COVID-19 transmission,"Aug 5, 2020 @ 11:12:56.000",1,Scamdemic,FALSE,negative,TRUE,7,7,27,13,1,1,0,775,FALSE
155,158,ðÿtruthðÿhonorðÿintegrityðÿ #QAnon #Benghazi #ObamaGate #TrudeauGate ðÿ PATRIOTS UNITED #FightBack âœprotestorsâ SAVAGES evil face savages wear face,IRRELEVANT,Masks donÕt prevent COVID-19 transmission,"Sep 13, 2020 @ 16:24:31.000",5,QAnon Benghazi ObamaGate TrudeauGate FightBack,FALSE,negative,TRUE,1,1,5,4,2,0,0,2840,FALSE
156,159,@sruhle hospital staff dispose #ppe right patient biohazard rest use use ANYTHING mask wear one months handle without gloves place surface DISPOSE ANYWHERE masks equal #plandemic,DEBUNK,Masks donÕt prevent COVID-19 transmission,"Sep 10, 2020 @ 01:37:59.000",2,ppe plandemic,FALSE,neutral,FALSE,2,1,12,23,1,2,0,438,FALSE
157,160,keep good work kelsey aint alone I know view lanyards yellow stars gives confidence even though I got looks people seemed genuinely happy see actual face maybe even realising didnt comply either opinions #Scamdemic #COVID #KBF,IRRELEVANT,The pandemic is a hoax,"Aug 24, 2020 @ 08:33:50.000",3,Scamdemic COVID KBF,FALSE,positive,TRUE,6,3,16,11,2,2,0,377,FALSE
158,161,pulse oximeter test oxygenation see wearing facemask prolonged period time effect way wearing face mask cause carbon dioxide toxicity dont believe misinformation internet read #CoronaCheck instead #coronavirusfacts #datoscoronavirus,MISINFO,masks are not effective in protecting against disease transmissions and are also harmful,"Aug 31, 2020 @ 11:50:46.000",3,CoronaCheck coronavirusfacts datoscoronavirus,TRUE,positive,TRUE,5,3,14,12,0,0,0,509,FALSE
159,162,china recently conducted worlds first remote facetoface medical consultation featuring #5G network #hologram tech #Parkinsonsdisease patient doctor locating S chinaâs hainan 2300 km away patient E chinaâs jiangsu,IRRELEVANT,coronavirus caused by 5G.,"Sep 23, 2020 @ 04:00:00.000",3,5G hologram Parkinsonsdisease,TRUE,neutral,FALSE,5,0,8,7,1,0,0,1164039,TRUE
160,163,beyond MASKS amp distancing #COVID free world @whitehouse #COVIDIOTS irresponsible turning one sacred civil rituals reality show yukfest I endured lot trump moments first time I feel like I take shower watching,COMMENT,Masks donÕt prevent COVID-19 transmission,"Aug 26, 2020 @ 03:13:58.000",2,COVID COVIDIOTS,FALSE,positive,TRUE,5,1,13,11,2,1,0,16,FALSE
161,164,#obamagate political CRIME century president #Trump asked susan rice bidens top choice best suited cover odumbo spy gate watch fake news pushers face reporter asked treasonous douchebag odumbo great question #OANN,IRRELEVANT,The COVID-19 lockdown measures were a waste of time. It caused more deaths than it saved.,"Aug 11, 2020 @ 06:45:51.000",3,obamagate Trump OANN,TRUE,negative,TRUE,6,3,12,7,1,2,0,264,FALSE
162,165,@zoya_nafidi itâs sad #Pakistan literally sold people pok amp resources #China soon become territory #Chinatown amp face worst fears like #Uighurs amp #Tibetans #ChinaAgainstMinorities #ChinaLiedPeopleDied,IRRELEVANT,The COVID-19 lockdown measures were a waste of time. It caused more deaths than it saved.,"Aug 25, 2020 @ 08:17:17.000",7,Pakistan China Chinatown Uighurs Tibetans ChinaAgainstMinorities ChinaLiedPeopleDied,FALSE,negative,TRUE,3,5,10,10,2,1,0,404,FALSE
163,166,covid protocols kill covid time one cant see idiot obviously reads many newspapers ask nobel laureate michael levitt yep thatâs right boo away masks 41500 dead people ðÿðÿ actually pretending along 200k ðÿºðÿ amp 750k across ðÿœž âconspiracyâ I assume protestors refuse medical assistance amp ventilators get âhoaxâ disease #COVIDIOTS,MISINFO,The COVID-19 lockdown measures were a waste of time. It caused more deaths than it saved.,"Sep 6, 2020 @ 01:04:59.000",1,COVIDIOTS,TRUE,negative,TRUE,7,5,23,20,1,1,0,8,FALSE
164,167,@cwfrancis72 germany #BREAKING huge protest #Berlin #Germany demonstrante #Corona government refuse wear masks also distance rules #protests2020 #COVID #Covid_19 #COVIDIOTS #COVIDIOT #CoronaVirusDE #lockdown #ZweiteWelle #1agosto #1agustos,RELEVANT,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Aug 10, 2020 @ 02:51:22.000",14,BREAKING Berlin Germany Corona protests2020 COVID Covid_19 COVIDIOTS COVIDIOT CoronaVirusDE lockdown ZweiteWelle 1agosto 1agustos,TRUE,negative,TRUE,1,2,5,6,6,5,0,860,FALSE
165,168,masks CAUSE MORE DISEASE SPREAD makes sense #Scamdemic floridaâs best mayor friendâkent guinn win,MISINFO,The COVID-19 lockdown measures were a waste of time. It caused more deaths than it saved.,"Aug 10, 2020 @ 22:44:12.000",1,Scamdemic,TRUE,positive,TRUE,5,1,5,3,1,1,0,240,FALSE
166,169,sometimeswhen I talk people say masks important virus really dangerous I want say STFU I dont I feel like I deserve nobel peace prize every time I dont #tooNice #PeaceAndLove #COVIDIOTS,RELEVANT,The COVID-19 lockdown measures were a waste of time. It caused more deaths than it saved.,"Sep 5, 2020 @ 01:12:10.000",3,tooNice PeaceAndLove COVIDIOTS,FALSE,positive,TRUE,8,4,15,13,1,1,0,2057,FALSE
167,170,go ðÿðÿðÿðÿâœœïâœœïâœœïðÿœðÿœ well itâs started masks march cov19 #Scamdemic,COMMENT,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Aug 9, 2020 @ 16:49:22.000",1,Scamdemic,TRUE,positive,TRUE,0,0,7,6,1,1,0,52,FALSE
168,171,@darnelsugarfoo @juliansrum @thebias_news @cdcgov know masks dont work #HCQ #HydroxyChloroquine @POTUS @realdonaldtrump,MISINFO,Masks donÕt prevent COVID-19 transmission,"Sep 16, 2020 @ 17:17:55.000",2,HCQ HydroxyChloroquine,FALSE,neutral,FALSE,1,0,4,4,2,1,0,122,FALSE
169,172,thought #COVIDIOTS anti #XR amp #BLM well anti masks perfect future would dying planet completely inhabited gun toting white nationalists picking way piles rotting corpses virus victims,IRRELEVANT,Masks donÕt prevent COVID-19 transmission,"Aug 30, 2020 @ 17:06:33.000",3,COVIDIOTS XR BLM,FALSE,negative,TRUE,2,3,9,9,1,1,0,4547,FALSE
170,173,face make youve finally heard dumbest thing history dumbest things #MasksOff #TakeOurCountryBack #COVIDIOTS tuckerâs face ðÿ³,COMMENT,Masks donÕt prevent COVID-19 transmission,"Aug 12, 2020 @ 18:04:58.000",3,MasksOff TakeOurCountryBack COVIDIOTS,TRUE,negative,TRUE,1,2,7,4,2,1,0,241,FALSE
171,174,@thesun make children wear masks outside let dogs lick kids faces #2020 #covidiots,COMMENT,Masks donÕt prevent COVID-19 transmission,"Sep 8, 2020 @ 07:46:02.000",2,2020 covidiots,TRUE,neutral,FALSE,1,1,7,5,1,1,0,0,FALSE
172,175,THE SHINING overlook hotel face mask amp neck gaiter #deadposhuk #TheShining #OverlookHotel #JackNicholson #HeresJohnny #facemask #COVIDIOTS #COVID19 #pandemic #lockdown #virus #StanleyKubrick #coronavirus #winteriscoming #Autumn #films #movies,IRRELEVANT,Masks donÕt prevent COVID-19 transmission,"Aug 30, 2020 @ 12:43:50.000",17,deadposhuk TheShining OverlookHotel JackNicholson HeresJohnny facemask COVIDIOTS COVID19 pandemic lockdown virus StanleyKubrick coronavirus winteriscoming Autumn films movies,TRUE,neutral,FALSE,1,0,3,3,6,5,0,443,FALSE
173,176,@lifeafterptsd @nytimes feel free find another rally video many wearing masks ðÿðÿ wishestweets irrelevant virus wishes #covidiots,COMMENT,Masks donÕt prevent COVID-19 transmission,"Aug 3, 2020 @ 21:27:17.000",1,covidiots,TRUE,positive,TRUE,3,2,9,7,1,1,0,26,FALSE
174,177,childâs school requires students go school first day collect books even though starting school year virtually proof itâs safe kids go school person yetðÿðÿ 4 kids bus stop 3 kids donât masks 1 kid chin one parent mask #covidiots,RELEVANT,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Aug 31, 2020 @ 13:10:36.000",1,covidiots,FALSE,positive,TRUE,2,2,27,17,1,1,0,4257,FALSE
175,178,@wolfpup872 @raygff @neilclark66 I noticed comrade fight power fight oligarchs #Masks #MasksOff #KeepBritainFree #Event21 #Plandemic,IRRELEVANT,Masks donÕt prevent COVID-19 transmission,"Aug 19, 2020 @ 12:15:09.000",5,Masks MasksOff KeepBritainFree Event21 Plandemic,FALSE,negative,TRUE,0,0,2,2,3,1,0,2741,FALSE
176,179,@cybersec_feeds @kirkdborne @jamesvgingerich #ai #ml #artificialintelligence #machinelearning #datascience #bigdata #analytics #blockchain #tech #data #technology #IoT #5G facespecific brain area responds faces even people born blind,RELEVANT,coronavirus caused by 5G.,"Sep 3, 2020 @ 00:30:25.000",13,ai ml artificialintelligence machinelearning datascience bigdata analytics blockchain tech data technology IoT 5G,TRUE,negative,TRUE,0,0,2,2,1,0,0,203,FALSE
177,180,#covid #COVIDIOTS stop masks needs end @tjmadaras @realtt2020 @gshapiro9news,MISINFO,Masks donÕt prevent COVID-19 transmission,"Sep 10, 2020 @ 14:00:32.000",2,covid COVIDIOTS,TRUE,negative,TRUE,1,1,4,3,2,1,0,74,FALSE
178,181,@americansonofl1 @radicalwoman im essential worker sound asleep bed happening arrest especially ones wearing masks hoax gone long enough I want check 100k life turned upside #plandemic #QAnon2020,MISINFO,The pandemic is a hoax,"Aug 25, 2020 @ 17:57:55.000",2,plandemic QAnon2020,FALSE,negative,TRUE,1,4,14,9,1,1,0,47,FALSE
179,182,I hope SHEEPLE understand #COVIDIOTS #facemasks #wearthemask experts advise masks effective reducing COVID19 transmission,DEBUNK,Masks donÕt prevent COVID-19 transmission,"Sep 6, 2020 @ 19:21:27.000",3,COVIDIOTS facemasks wearthemask,TRUE,positive,TRUE,3,2,4,9,2,3,0,2,FALSE
180,183,@angrierwhstaff @acosta I love masks standing fake china virus #KungFlu,MISINFO,The pandemic is a hoax,"Aug 28, 2020 @ 19:50:32.000",1,KungFlu,FALSE,positive,TRUE,3,1,6,6,0,0,0,3,FALSE
181,184,@nygovcuomo #Masks #scamdemic #plandemic bacteria cultured mask worn 3 days see video,RELEVANT,masks are not effective in protecting against disease transmissions and are also harmful,"Aug 12, 2020 @ 21:09:15.000",3,Masks scamdemic plandemic,TRUE,negative,TRUE,1,1,5,6,3,2,0,697,FALSE
182,185,masks power masks everyone else hypocritical much coronavirus real deadly DC mayor @mayorbowser exempted government employees state federal mask mandates stipulate masks must worn everywhere always I ignored every order #Scamdemic,RELEVANT,Masks donÕt prevent COVID-19 transmission,"Aug 4, 2020 @ 21:04:40.000",1,Scamdemic,FALSE,negative,TRUE,4,6,22,12,1,1,0,556,FALSE
183,186,@sapiofoxy glaswegians masks locked #FakePandemic really,MISINFO,The pandemic is a hoax,"Sep 2, 2020 @ 09:28:52.000",1,FakePandemic,FALSE,neutral,FALSE,1,0,2,2,1,0,0,363,FALSE
184,187,british idea social distancing3 people standing outside 4th persons house standing doorway 2m apart whilst wearing masks amp blocking pavement everyone elsejust natter fag #COVID19 #COVIDIOTS,COMMENT,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Aug 17, 2020 @ 15:17:58.000",2,COVID19 COVIDIOTS,TRUE,negative,TRUE,5,1,10,8,2,2,0,1066,FALSE
185,188,shouldnât penalty imposed TV channels found flouting social distancing norms covering news story maskspiling othershown prime time TV must bannedpenalised #COVIDIOTS,COMMENT,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Sep 6, 2020 @ 19:06:14.000",1,COVIDIOTS,FALSE,negative,TRUE,1,1,8,6,1,1,0,37,FALSE
186,189,many children died #ChineseVirus remember greta thunberg cried âœyou stolen childhoodâ I see kids forced wear dehumanizing masks avoid physical contact activities reduce school experience zoom hearings yeah I think could make compelling argument,RELEVANT,Lockdowns and face masks do not work to control the COVID-19 pandemic,"Aug 20, 2020 @ 15:57:08.000",1,ChineseVirus,FALSE,negative,TRUE,6,4,13,11,1,0,0,767,FALSE
187,190,I saw alyssa milano tested positive covid 2 negative tests said felt like dying earth get covid yells people wear masks safety ðÿ #Covid_19 #COVIDIOTS #AlyssaMilano,COMMENT,Masks donÕt prevent COVID-19 transmission,"Aug 8, 2020 @ 13:00:12.000",3,Covid_19 COVIDIOTS AlyssaMilano,FALSE,positive,TRUE,4,3,14,11,2,2,0,1784,FALSE
188,191,@vk2hml @bolt_rss one word #Hydroxychloroquine #DictatorDan banned use drug #Victorians face living prison state next months years #auspol,MISINFO,hydroxychloroquine is effective in healing and preventing COVID-19,"Aug 2, 2020 @ 14:27:58.000",4,Hydroxychloroquine DictatorDan Victorians auspol,FALSE,negative,TRUE,0,1,10,5,2,1,0,2734,FALSE
189,192,@governortomwolf strange I florida state opened businesses 100 percent one wearing masks one dying #FakePandemic,MISINFO,Masks donÕt prevent COVID-19 transmission,"Sep 26, 2020 @ 15:23:25.000",1,FakePandemic,FALSE,negative,TRUE,1,2,8,6,1,0,0,157,FALSE
190,193,exactly even disney got act ðÿðÿðÿ seeing kids wearing daft #masks makes want slap parent#covidiots damaging kids #ImmuneSystem itâs still developing #coronavirus morons #wakeup,COMMENT,Masks donÕt prevent COVID-19 transmission,"Aug 23, 2020 @ 14:17:10.000",5,masks covidiots ImmuneSystem coronavirus wakeup,TRUE,negative,TRUE,3,4,13,6,4,3,0,2463,FALSE
191,194,@piersmorgan masks#fakepandemic,COMMENT,Masks donÕt prevent COVID-19 transmission,"Aug 30, 2020 @ 16:14:31.000",1,fakepandemic,FALSE,neutral,FALSE,0,0,0,0,0,0,0,142,FALSE
192,195,heart ACHES please stop idiots put masks stop killing people well itâs started masks march cov19 #Scamdemic,DEBUNK,Masks donÕt prevent COVID-19 transmission,"Aug 10, 2020 @ 16:12:41.000",1,Scamdemic,TRUE,negative,TRUE,2,3,13,15,1,1,0,228,FALSE
193,196,median age death 78 years old look data tell lockdowns many areas successfully tanked economy directly CDC stats folks look data finally released #FakePandemic think death would protected older population beginning data also shows kids basically zero risk school masks,MISINFO,The COVID-19 lockdown measures were a waste of time. It caused more deaths than it saved.,"Aug 11, 2020 @ 23:08:36.000",1,FakePandemic,TRUE,negative,TRUE,4,4,29,15,1,0,0,5403,FALSE
194,197,@jackiemcquade @jamesmelville masks work viruses general public #Coronavirus elderly better taking #Hydroxychloroquineâcheap safe effective want injured give false security mask tell trust corrupt government,MISINFO,hydroxychloroquine is effective in healing and preventing COVID-19,"Sep 24, 2020 @ 10:23:28.000",2,Coronavirus Hydroxychloroquineâcheap,TRUE,positive,TRUE,4,6,18,15,1,1,0,2968,FALSE
195,198,truth yep engage brain put face mask may decide muzzle #nomasks #plandemic #scamdemic,RELEVANT,Masks donÕt prevent COVID-19 transmission,"Sep 15, 2020 @ 16:14:24.000",3,nomasks plandemic scamdemic,TRUE,positive,TRUE,1,0,6,6,2,1,0,2158,FALSE
196,199,land face masks hollands top scientists say theres solid evidence coverings work warn could even damage fight covid19 #Holland #Sweeden #Masks #PLANdemic #BillGates,MISINFO,Masks donÕt prevent COVID-19 transmission,"Aug 2, 2020 @ 19:54:34.000",5,Holland Sweeden Masks PLANdemic BillGates,TRUE,negative,TRUE,1,2,11,11,3,1,0,65005,FALSE
197,200,I see huge class action suit google twitter MSM @nygovcuomo collusion deaths 150 americans COVERING UP THE EFFECTIVE THERAPY OF #Hydroxychloroquine IS MURDER,MISINFO,hydroxychloroquine is effective in healing and preventing COVID-19,"Jul 30, 2020 @ 02:49:26.000",1,Hydroxychloroquine,FALSE,negative,TRUE,2,4,8,2,1,1,0,241,FALSE
